trial,true_label,theta_alpha
1,1,1.5794026623109267
2,3,2.7709061800861035
3,2,0.7409265929424711
4,0,1.9738873032621027
5,0,3.2661647700486296
6,2,1.1867032582245418
7,3,2.992943841730153
8,1,0.49982345878988216
9,2,0.9429024239059332
10,0,2.5544075719696417
11,1,1.110939010860731
12,3,1.082348612873995
13,3,1.760997043929582
14,0,1.4382642713985239
15,1,1.3172512740627853
16,2,0.8765362345891854
17,1,1.0949308945021732
18,3,0.9397343994491926
19,0,1.1400995728767773
20,2,0.8090233111355589
21,3,1.464696758869782
22,1,2.4420503819991253
23,2,0.5749605218463809
24,0,0.6773456730022299
25,1,0.8220277973522069
26,3,1.2098765019955149
27,0,1.144888230656807
28,2,0.37608997968041247
29,0,1.0697414969904568
30,2,0.7088635769493195
31,1,1.7296849109416894
32,3,1.365764341191697
33,3,0.9808145964311253
34,0,2.7600588722209807
35,2,0.6452645992482453
36,1,1.5597895596857456
37,0,2.486521787538141
38,2,1.1384678472411984
39,1,1.3939995951336877
40,3,1.4500988296210704
41,3,2.7155683843019642
42,2,2.721068265863494
43,1,5.282092968219072
44,0,0.7349178919647977
45,1,4.7504012422924005
46,2,1.4872798141507089
47,3,3.360054655573988
48,0,4.277185115022525
49,1,2.543030294785768
50,3,1.4159813236489942
51,0,2.130642838865369
52,2,1.3161030954723865
53,1,0.6437854760988737
54,0,2.6033950195261157
55,2,1.40257700336007
56,3,1.3561149639496748
57,2,1.5723672023382667
58,0,0.9744018224468204
59,1,2.3703924693765446
60,3,1.1550234033998872
61,2,1.3552214578461095
62,1,1.101956284804646
63,0,1.631697885594212
64,3,1.539892272307438
65,3,2.2947174143601234
66,0,1.2268098035127475
67,1,0.6755973601873725
68,2,0.6915297209987217
69,2,1.7624534314679439
70,3,2.01725996873669
71,0,1.6659952752909184
72,1,1.9063186256414353
73,1,1.8855043585970346
74,2,0.846898261308497
75,0,1.0110582821663228
76,3,2.639640119312345
77,2,3.2614549739050513
78,1,1.9730611776033633
79,0,2.1742337043713267
80,3,3.3283761370260696
81,0,2.0885504168147992
82,3,2.5766699925583714
83,1,5.12045363880867
84,2,0.9827695138670544
85,1,1.4437722858899056
86,0,1.6271905460095923
87,3,1.71238274935351
88,2,1.4037542669902234
89,2,1.2561943288496016
90,0,0.7883053456258075
91,3,0.8734191164310294
92,1,6.764007185844876
93,1,0.7745632288032945
94,3,0.7924109801886983
95,2,0.9873666939793363
96,0,0.8591645209638129
97,0,1.2121882859715027
98,2,1.212278219732255
99,3,0.5813508452526113
100,1,1.2584363147706126
101,3,0.5836271434379499
102,0,1.548953276557216
103,2,0.7695477826561833
104,1,3.0883601686016524
105,1,0.4410861198765505
106,0,1.9070995939478124
107,3,0.5667639995235345
108,2,1.9845941955226103
109,1,0.9778537179626713
110,3,1.3555063524351596
111,2,1.4869162969400842
112,0,1.6040462120872967
113,2,1.1320811126924226
114,3,1.17999061024708
115,0,3.045210064149039
116,1,1.3377084748169332
117,2,1.371875751575526
118,3,0.851494718828931
119,1,1.3984085903281915
120,0,1.1727689232341272
121,3,1.428627283099092
122,2,0.6433918498077749
123,1,2.69777408740012
124,0,1.6169679972562059
125,1,1.3968232263944695
126,3,2.3860560866005285
127,2,1.6466467213257705
128,0,1.886821245306803
129,0,1.3306661781534432
130,2,1.2679126205017794
131,3,0.944156503540391
132,2,0.626794615223627
133,3,2.254312089786201
134,0,2.5108821267980574
135,1,1.1206429942428224
136,1,2.6680316504380213
137,0,1.8866562251205703
138,2,0.8233684327589637
139,3,1.1224894447437839
140,0,1.784003756114644
141,3,2.255639641894223
142,1,1.606164489417405
143,2,0.7980405823388628
144,3,1.319409073450001
145,2,0.5244960173491778
146,0,1.155112497872117
147,1,1.1202750260809184
148,0,1.2780403633286137
149,1,2.737183504908354
150,2,4.534905905742271
151,3,0.7275453204951818
152,3,0.7378150683239132
153,2,1.3240247815321071
154,1,2.995946706626332
155,0,2.0677928885241554
156,2,1.4692561944176161
157,0,2.169508665719558
158,3,0.9956207123008043
159,1,2.6793607540084983
